시도명,시군구명,측정연도,지하철호선명,지하철역사명,측정위치,미세먼지,초미세먼지,이산화탄소,폼알데하이드,일산화탄소,이산화질소,라돈,휘발성유기화합물,관리기관명,데이터기준일자
서울특별시,중구,2023,1호선,서울역(1),대합실 및 승강장,33.7,68.8,525,15.8,1.7,0.016,10.1,123,서울교통공사,2024-06-25
서울특별시,중구,2023,1호선,시청(1),대합실 및 승강장,54.7,81.7,444,6,1.4,0.017,13.4,71.6,서울교통공사,2024-06-25
서울특별시,종로구,2023,1호선,종각,대합실 및 승강장,49.8,162.1,605.5,7,0.9,0.018,15.8,111.9,서울교통공사,2024-06-25
서울특별시,종로구,2023,1호선,종로3가(1),대합실 및 승강장,64.7,75.9,575.5,7,0.5,0.016,8.7,150.7,서울교통공사,2024-06-25
서울특별시,종로구,2023,1호선,종로5가,대합실 및 승강장,71.4,106.5,554,8.4,0.8,0.017,11.6,105.2,서울교통공사,2024-06-25
서울특별시,종로구,2023,1호선,동대문(1),대합실 및 승강장,61.1,76.9,756,9.3,0.6,0.015,16.2,142.4,서울교통공사,2024-06-25
서울특별시,종로구,2023,1호선,동묘앞(1),대합실 및 승강장,46.5,49.5,457,7.8,0.7,0.016,10.1,147.7,서울교통공사,2024-06-25
서울특별시,동대문구,2023,1호선,신설동(1),대합실 및 승강장,72.3,70.8,563,8.4,0.4,0.016,13.9,90.5,서울교통공사,2024-06-25
서울특별시,동대문구,2023,1호선,제기동,대합실 및 승강장,63,76.5,509,9.3,0.5,0.015,10.2,100.1,서울교통공사,2024-06-25
서울특별시,동대문구,2023,1호선,청량리,대합실 및 승강장,56,38.6,509,6.3,0.7,0.018,7.9,89.6,서울교통공사,2024-06-25
서울특별시,중구,2023,2호선,시청(2),대합실 및 승강장,53,38.6,601,8.5,1.4,0.015,22,170.3,서울교통공사,2024-06-25
서울특별시,중구,2023,2호선,을지로입구,대합실 및 승강장,40.5,67.9,503,8.2,1.6,0.016,10.8,85.8,서울교통공사,2024-06-25
서울특별시,중구,2023,2호선,을지로3가(2),대합실 및 승강장,49.2,56.2,715,12,1.5,0.017,21.1,108,서울교통공사,2024-06-25
서울특별시,중구,2023,2호선,을지로4가(2),대합실 및 승강장,32.9,44.2,454,7.3,1.4,0.016,13.4,154.3,서울교통공사,2024-06-25
서울특별시,중구,2023,2호선,동대문역사문화공원(2),대합실 및 승강장,46.8,67.3,446,6.7,1.5,0.017,10.4,72.1,서울교통공사,2024-06-25
서울특별시,중구,2023,2호선,신당(2),대합실 및 승강장,57,36.9,461.5,8.4,0.8,0.017,15.8,123.3,서울교통공사,2024-06-25
서울특별시,성동구,2023,2호선,상왕십리,대합실 및 승강장,46.7,49.2,471,7.1,0.7,0.018,11.4,82.7,서울교통공사,2024-06-25
서울특별시,성동구,2023,2호선,왕십리(2),대합실 및 승강장,40,31.4,471,8,1,0.019,21.3,125.9,서울교통공사,2024-06-25
서울특별시,송파구,2023,2호선,잠실(2),대합실 및 승강장,31.3,42.4,469.3,2.4,0.6,0.015,10.2,55.4,서울교통공사,2024-06-25
서울특별시,송파구,2023,2호선,잠실새내,대합실 및 승강장,48.2,42.2,452,2.8,0.8,0.014,7.5,52.4,서울교통공사,2024-06-25
서울특별시,송파구,2023,2호선,종합운동장(2),대합실 및 승강장,26,27.9,432.3,3.2,0.5,0.016,14.3,102.9,서울교통공사,2024-06-25
서울특별시,강남구,2023,2호선,삼성,대합실 및 승강장,31.3,49.2,496,3.3,0.6,0.019,7.8,79.9,서울교통공사,2024-06-25
서울특별시,강남구,2023,2호선,선릉,대합실 및 승강장,39.5,49.1,596.5,6.1,0.8,0.022,12,100.6,서울교통공사,2024-06-25
서울특별시,강남구,2023,2호선,역삼,대합실 및 승강장,33.8,33.6,505.5,5.6,0.5,0.018,9,87.9,서울교통공사,2024-06-25
서울특별시,강남구,2023,2호선,강남(2),대합실 및 승강장,26,27.8,636,6.8,0.7,0.02,10.1,110.1,서울교통공사,2024-06-25
서울특별시,서초구,2023,2호선,교대(2),대합실 및 승강장,36.3,31,497,3.5,0.6,0.018,7.8,81.6,서울교통공사,2024-06-25
서울특별시,서초구,2023,2호선,서초,대합실 및 승강장,31.2,46.9,456.5,2.2,0.6,0.023,7.5,64.9,서울교통공사,2024-06-25
서울특별시,서초구,2023,2호선,방배,대합실 및 승강장,45.5,54.3,442.5,3,0.6,0.023,7.7,68.1,서울교통공사,2024-06-25
서울특별시,동작구,2023,2호선,사당(2),대합실 및 승강장,43.4,37.9,495.7,4.2,0.5,0.02,10.9,59.5,서울교통공사,2024-06-25
서울특별시,관악구,2023,2호선,낙성대,대합실 및 승강장,59,67.6,458,3.2,0.5,0.019,11,112,서울교통공사,2024-06-25
서울특별시,관악구,2023,2호선,서울대입구,대합실 및 승강장,78.7,50.3,463.5,9.4,1.2,0.027,7.5,68.2,서울교통공사,2024-06-25
서울특별시,관악구,2023,2호선,봉천,대합실 및 승강장,75.4,42.7,457,4.9,0.6,0.015,31.5,73.3,서울교통공사,2024-06-25
서울특별시,관악구,2023,2호선,신림,대합실 및 승강장,62,42.4,516,6.5,0.5,0.016,11.2,145.7,서울교통공사,2024-06-25
서울특별시,구로구,2023,2호선,신도림(2),대합실 및 승강장,63.9,34.1,590,11.1,0.8,0.016,10.4,63,서울교통공사,2024-06-25
서울특별시,영등포구,2023,2호선,문래,대합실 및 승강장,47.3,33.1,494.5,9,0.5,0.017,10.7,37.7,서울교통공사,2024-06-25
서울특별시,영등포구,2023,2호선,영등포구청(2),대합실 및 승강장,72.9,40.4,504,9.6,0.6,0.012,9.3,57.1,서울교통공사,2024-06-25
서울특별시,마포구,2023,2호선,합정(2),대합실 및 승강장,48.9,33.2,486,8.1,0.6,0.017,10.2,139.7,서울교통공사,2024-06-25
서울특별시,마포구,2023,2호선,홍대입구(2),대합실 및 승강장,79.1,30.4,590.5,9.7,0.5,0.016,17.8,118.2,서울교통공사,2024-06-25
서울특별시,마포구,2023,2호선,신촌,대합실 및 승강장,40.2,35.8,446,7,0.7,0.015,10.8,102.6,서울교통공사,2024-06-25
서울특별시,마포구,2023,2호선,이대,대합실 및 승강장,92.1,70.5,464,4.1,0.6,0.018,9.8,69.6,서울교통공사,2024-06-25
서울특별시,마포구,2023,2호선,아현,대합실 및 승강장,54.3,48,466,5.5,0.5,0.017,18.4,111.8,서울교통공사,2024-06-25
서울특별시,서대문구,2023,2호선,충정로(2),대합실 및 승강장,124,66.6,420,5.7,0.6,0.019,16.1,99.2,서울교통공사,2024-06-25
서울특별시,구로구,2023,2호선,도림천,대합실 및 승강장,78.4,58.6,491,5,1.1,0.025,12.2,365.3,서울교통공사,2024-06-25
서울특별시,양천구,2023,2호선,양천구청,대합실 및 승강장,46.5,37.9,429.5,5.2,1.1,0.018,13.7,62.9,서울교통공사,2024-06-25
서울특별시,양천구,2023,2호선,신정네거리,대합실 및 승강장,41.7,39,509.5,6.4,1.5,0.022,18.8,63.2,서울교통공사,2024-06-25
서울특별시,동대문구,2023,2호선,신설동(2),대합실 및 승강장,44.8,21.8,483,6.8,0.8,0.014,11.6,137.7,서울교통공사,2024-06-25
서울특별시,동대문구,2023,2호선,용두,대합실 및 승강장,56.7,23.3,461.5,6.9,0.5,0.013,8.3,219.2,서울교통공사,2024-06-25
서울특별시,은평구,2023,3호선,구파발,대합실 및 승강장,49.3,41.9,404,5.3,0.5,0.018,16.7,111.5,서울교통공사,2024-06-25
서울특별시,은평구,2023,3호선,연신내(3),대합실 및 승강장,47.1,34.4,450,7.6,0.6,0.017,13.5,109.4,서울교통공사,2024-06-25
서울특별시,은평구,2023,3호선,불광(3),대합실 및 승강장,58,30.1,485,5.5,0.5,0.019,11.8,131.3,서울교통공사,2024-06-25
서울특별시,은평구,2023,3호선,녹번,대합실 및 승강장,47.5,38.3,454,4.7,0.5,0.017,20.9,120.4,서울교통공사,2024-06-25
서울특별시,서대문구,2023,3호선,홍제,대합실 및 승강장,82.3,34.3,456,6.3,0.7,0.021,14,114.9,서울교통공사,2024-06-25
서울특별시,서대문구,2023,3호선,무악재,대합실 및 승강장,41.3,44.3,425,2.7,0.6,0.016,23,128.2,서울교통공사,2024-06-25
서울특별시,서대문구,2023,3호선,독립문,대합실 및 승강장,53.3,28.2,463.5,2.6,0.5,0.016,20.2,96.8,서울교통공사,2024-06-25
서울특별시,종로구,2023,3호선,경복궁,대합실 및 승강장,53.7,43.9,464,5.4,0.5,0.015,31.6,94,서울교통공사,2024-06-25
서울특별시,종로구,2023,3호선,안국,대합실 및 승강장,38.8,37.7,460.7,5,0.5,0.016,20.9,63.5,서울교통공사,2024-06-25
서울특별시,종로구,2023,3호선,종로3가(3),대합실 및 승강장,44.2,48.2,558.7,5.5,0.5,0.014,20.9,219.5,서울교통공사,2024-06-25
서울특별시,중구,2023,3호선,을지로3가(3),대합실 및 승강장,43.9,40.4,510,5.6,0.5,0.016,21.1,472.5,서울교통공사,2024-06-25
서울특별시,중구,2023,3호선,충무로(3),대합실 및 승강장,74.6,62.9,553.5,4.9,0.7,0.017,32.4,404.9,서울교통공사,2024-06-25
서울특별시,중구,2023,3호선,동대입구,대합실 및 승강장,46.6,25.2,431.5,4.4,0.5,0.016,12.6,239.8,서울교통공사,2024-06-25
서울특별시,중구,2023,3호선,약수(3),대합실 및 승강장,44.5,28.6,478.3,6.2,0.6,0.019,14.7,186.8,서울교통공사,2024-06-25
서울특별시,성동구,2023,3호선,금호,대합실 및 승강장,62,27,462,5.6,0.5,0.016,10.9,133.6,서울교통공사,2024-06-25
서울특별시,강남구,2023,3호선,압구정,대합실 및 승강장,42.2,27.3,477,6.8,0.6,0.017,12,123.6,서울교통공사,2024-06-25
서울특별시,강남구,2023,3호선,신사,대합실 및 승강장,49.6,42.5,509.5,7.2,0.8,0.02,9.4,216.3,서울교통공사,2024-06-25
서울특별시,서초구,2023,3호선,잠원,대합실 및 승강장,33.1,28.4,435,3.6,0.5,0.014,9.5,310.3,서울교통공사,2024-06-25
서울특별시,서초구,2023,3호선,고속터미널(3),대합실 및 승강장,48.7,27.8,681,11,0.6,0.018,12,133.9,서울교통공사,2024-06-25
서울특별시,서초구,2023,3호선,교대(3),대합실 및 승강장,24.1,33.7,613.5,4.9,0.5,0.017,9.8,401.9,서울교통공사,2024-06-25
서울특별시,서초구,2023,3호선,남부터미널,대합실 및 승강장,41.2,44.8,468.3,3.6,0.5,0.018,9.8,90.1,서울교통공사,2024-06-25
서울특별시,서초구,2023,3호선,양재,대합실 및 승강장,43,39,449,5.4,0.5,0.017,12.8,43.3,서울교통공사,2024-06-25
서울특별시,강남구,2023,3호선,매봉,대합실 및 승강장,50.1,35.7,428,5.2,0.7,0.018,5.5,74.8,서울교통공사,2024-06-25
서울특별시,강남구,2023,3호선,도곡,대합실 및 승강장,61,34.8,438,6.7,0.5,0.016,15.3,242.6,서울교통공사,2024-06-25
서울특별시,강남구,2023,3호선,대치,대합실 및 승강장,50.8,33.2,462,6.6,0.7,0.018,11,203.8,서울교통공사,2024-06-25
서울특별시,강남구,2023,3호선,학여울,대합실 및 승강장,42.1,35.1,464,5.9,0.5,0.016,10.1,122.5,서울교통공사,2024-06-25
서울특별시,강남구,2023,3호선,대청,대합실 및 승강장,62.5,36.5,474,6,0.7,0.015,12.1,98.9,서울교통공사,2024-06-25
서울특별시,강남구,2023,3호선,일원,대합실 및 승강장,63.2,63.2,467,5.5,0.5,0.016,12.4,80,서울교통공사,2024-06-25
서울특별시,강남구,2023,3호선,수서(3),대합실 및 승강장,75.7,46.9,477.5,6.6,0.7,0.019,12.6,137.4,서울교통공사,2024-06-25
서울특별시,송파구,2023,3호선,가락시장(3),대합실 및 승강장,36.6,27,455.3,4.7,0.6,0.016,6,68.7,서울교통공사,2024-06-25
서울특별시,송파구,2023,3호선,경찰병원,대합실 및 승강장,54.7,30,461.5,5.9,0.8,0.017,7.4,78.6,서울교통공사,2024-06-25
서울특별시,송파구,2023,3호선,오금(3),대합실 및 승강장,38.5,24.7,446.3,3.6,0.6,0.015,8.2,320.1,서울교통공사,2024-06-25
서울특별시,도봉구,2023,4호선,쌍문,대합실 및 승강장,42.6,37.3,411.5,7.3,0.6,0.017,18.3,69.4,서울교통공사,2024-06-25
서울특별시,강북구,2023,4호선,수유,대합실 및 승강장,42.6,61.2,446.5,6,0.5,0.015,12.8,86.7,서울교통공사,2024-06-25
서울특별시,강북구,2023,4호선,미아,대합실 및 승강장,53.5,66,452.5,7.1,0.6,0.015,14.5,157.8,서울교통공사,2024-06-25
서울특별시,강북구,2023,4호선,미아사거리,대합실 및 승강장,51.8,49.6,463,4.8,0.5,0.016,12.9,131.2,서울교통공사,2024-06-25
서울특별시,성북구,2023,4호선,길음,대합실 및 승강장,36.6,48.6,442,4.5,0.5,0.016,16.4,176.6,서울교통공사,2024-06-25
서울특별시,성북구,2023,4호선,성신여대입구,대합실 및 승강장,39.1,63.3,470.5,6.5,0.6,0.017,24.5,90.8,서울교통공사,2024-06-25
서울특별시,성북구,2023,4호선,한성대입구,대합실 및 승강장,38.8,72.1,434,6.4,0.5,0.015,13.7,56.8,서울교통공사,2024-06-25
서울특별시,종로구,2023,4호선,혜화,대합실 및 승강장,40.7,54.1,491.5,5.2,0.7,0.016,11.1,71.1,서울교통공사,2024-06-25
서울특별시,종로구,2023,4호선,동대문(4),대합실 및 승강장,55.9,48.8,490,7.5,0.5,0.017,14.5,100.1,서울교통공사,2024-06-25
서울특별시,중구,2023,4호선,동대문역사문화공원(4),대합실 및 승강장,43.9,47.8,525,6.6,0.5,0.016,23.4,118.9,서울교통공사,2024-06-25
서울특별시,중구,2023,4호선,충무로(4),대합실 및 승강장,42,64.9,533,6.4,0.4,0.016,24.6,59.7,서울교통공사,2024-06-25
서울특별시,중구,2023,4호선,명동,대합실 및 승강장,41.4,48.8,642.5,6.8,0.7,0.018,17.4,46.6,서울교통공사,2024-06-25
서울특별시,중구,2023,4호선,회현,대합실 및 승강장,36.2,57.4,520,7.1,0.5,0.018,15.5,71,서울교통공사,2024-06-25
서울특별시,용산구,2023,4호선,서울역(4),대합실 및 승강장,42,36.4,475,6.6,0.6,0.019,9.2,74.8,서울교통공사,2024-06-25
서울특별시,용산구,2023,4호선,숙대입구,대합실 및 승강장,33.7,33,466.5,7.5,0.5,0.018,7,63.4,서울교통공사,2024-06-25
서울특별시,용산구,2023,4호선,삼각지(4),대합실 및 승강장,45.8,36.3,435,6.9,0.5,0.017,9.2,96,서울교통공사,2024-06-25
서울특별시,용산구,2023,4호선,신용산,대합실 및 승강장,41.5,47,455.5,5.6,0.6,0.017,7.6,77.7,서울교통공사,2024-06-25
서울특별시,용산구,2023,4호선,이촌,대합실 및 승강장,47.4,45.3,447,6.7,0.5,0.016,13.5,110.3,서울교통공사,2024-06-25
서울특별시,동작구,2023,4호선,총신대입구(4),대합실 및 승강장,46.9,39.8,437.5,6.8,0.5,0.017,12.6,64.2,서울교통공사,2024-06-25
서울특별시,동작구,2023,4호선,사당(4),대합실 및 승강장,65.1,39.5,466,6.8,0.7,0.019,17.5,72.2,서울교통공사,2024-06-25
서울특별시,서초구,2023,4호선,남태령,대합실 및 승강장,75.7,74.3,428.5,5.6,0.7,0.016,64.6,53.2,서울교통공사,2024-06-25
서울특별시,강서구,2023,5호선,방화,대합실 및 승강장,43.4,26.6,487.2,3.1,0.7,0.023,43.1,73.4,서울교통공사,2024-06-25
서울특별시,강서구,2023,5호선,개화산,대합실 및 승강장,42.6,47.6,469.9,3.3,0.6,0.017,29.7,61.3,서울교통공사,2024-06-25
서울특별시,강서구,2023,5호선,김포공항(5),대합실 및 승강장,50.4,38.6,411.1,1.9,1.6,0.008,57.7,145.8,서울교통공사,2024-06-25
서울특별시,강서구,2023,5호선,송정,대합실 및 승강장,32.8,34.7,532.1,5.2,1.9,0.084,34.7,167.8,서울교통공사,2024-06-25
서울특별시,강서구,2023,5호선,마곡,대합실 및 승강장,48.4,32.4,500.9,4.4,0.7,0.032,34.7,123.2,서울교통공사,2024-06-25
서울특별시,강서구,2023,5호선,발산,대합실 및 승강장,58.2,32.1,440.7,3.7,1.1,0.034,21.3,127.2,서울교통공사,2024-06-25
서울특별시,강서구,2023,5호선,우장산,대합실 및 승강장,54.4,42.5,385,3.6,0.5,0.023,26.3,116.8,서울교통공사,2024-06-25
서울특별시,강서구,2023,5호선,화곡,대합실 및 승강장,63.8,34.9,527.6,8.4,1.5,0.057,33,185.3,서울교통공사,2024-06-25
서울특별시,강서구,2023,5호선,까치산(5),대합실 및 승강장,61.9,43.3,513.1,4,0.6,0.03,36.4,180.9,서울교통공사,2024-06-25
서울특별시,양천구,2023,5호선,신정,대합실 및 승강장,68.6,41.4,640,8.3,1.8,0.094,39.8,251.8,서울교통공사,2024-06-25
서울특별시,양천구,2023,5호선,목동,대합실 및 승강장,40.2,30.2,550.4,6.8,0.7,0.056,36.4,173.8,서울교통공사,2024-06-25
서울특별시,양천구,2023,5호선,오목교,대합실 및 승강장,49.3,36.1,574.2,8,1.6,0.07,34.2,179.7,서울교통공사,2024-06-25
서울특별시,영등포구,2023,5호선,양평,대합실 및 승강장,51.2,46.2,464.5,6,0.6,0.025,39.8,123.7,서울교통공사,2024-06-25
서울특별시,영등포구,2023,5호선,영등포구청(5),대합실 및 승강장,59.9,29,473.7,6.9,1.1,0.036,37.2,236.6,서울교통공사,2024-06-25
서울특별시,영등포구,2023,5호선,영등포시장,대합실 및 승강장,39.5,38.3,522.8,6.6,0.9,0.034,47.6,296.4,서울교통공사,2024-06-25
서울특별시,영등포구,2023,5호선,신길(5),대합실 및 승강장,36.6,29.2,635.2,6.7,1.1,0.056,39.8,206.2,서울교통공사,2024-06-25
서울특별시,영등포구,2023,5호선,여의도,대합실 및 승강장,44.2,74.6,581.6,6.7,0.6,0.05,43.1,159.5,서울교통공사,2024-06-25
서울특별시,영등포구,2023,5호선,여의나루,대합실 및 승강장,50.3,36.8,546.4,5.7,1.1,0.062,40.9,110.7,서울교통공사,2024-06-25
서울특별시,마포구,2023,5호선,마포,대합실 및 승강장,55.3,33.7,506.8,4.8,0.8,0.03,45.2,91.1,서울교통공사,2024-06-25
서울특별시,마포구,2023,5호선,공덕(5),대합실 및 승강장,65.5,30.1,474.8,7.9,0.8,0.032,34.4,90,서울교통공사,2024-06-25
서울특별시,마포구,2023,5호선,애오개,대합실 및 승강장,77.2,37.4,561.8,6.2,1.8,0.091,38.4,262.7,서울교통공사,2024-06-25
서울특별시,서대문구,2023,5호선,충정로(5),대합실 및 승강장,51.7,34.6,576.1,5.6,1.1,0.08,40.1,160.9,서울교통공사,2024-06-25
서울특별시,종로구,2023,5호선,서대문,대합실 및 승강장,91.5,38.9,505.1,4.5,1.1,0.039,43.5,198.5,서울교통공사,2024-06-25
서울특별시,종로구,2023,5호선,광화문,대합실 및 승강장,86.1,42.7,525.3,5.6,0.6,0.026,58.2,149.7,서울교통공사,2024-06-25
서울특별시,종로구,2023,5호선,종로3가(5),대합실 및 승강장,54.8,56.9,563.5,2.9,0.6,0.014,60.5,74.6,서울교통공사,2024-06-25
서울특별시,중구,2023,5호선,을지로4가(5),대합실 및 승강장,43.6,43,493.1,3.4,0.6,0.019,49.2,243.4,서울교통공사,2024-06-25
서울특별시,중구,2023,5호선,동대문역사문화공원(5),대합실 및 승강장,45.1,42.5,564,4.5,0.8,0.036,63.9,299.8,서울교통공사,2024-06-25
서울특별시,중구,2023,5호선,청구(5),대합실 및 승강장,25.3,48.5,530.5,4.2,0.7,0.051,45.2,90.2,서울교통공사,2024-06-25
서울특별시,성동구,2023,5호선,신금호,대합실 및 승강장,43.6,49.2,465,4.9,0.9,0.028,53.5,116.3,서울교통공사,2024-06-25
서울특별시,성동구,2023,5호선,행당,대합실 및 승강장,28.2,31,460.7,3.6,0.4,0.019,50.1,104,서울교통공사,2024-06-25
